Baustellen_ID,Baustellenart,Baustellentyp,Beginn,Ende,Seite Sperrung,Icon,Beschreibung,Koordinaten
184,Baustelle,keine Sperrung,01.08.2023 07:00,02.01.2025 17:00,Beidseitig,baustelle,"Instandsetzung Tunneldecke U2, Fahrbahn jeweils auf einen Fahrstreifen verengt und verschwenkt","GEOMETRYCOLLECTION(POINT(13.412618093545076 52.532648872626865), LINESTRING(13.412041100452967 52.53124801163491, 13.412130031425525 52.531333001390045, 13.412209965756455 52.53145895941879, 13.412284990797618 52.53162701949745, 13.412359976349792 52.53192697752602, 13.412445064367361 52.532233005094575, 13.41256307862674 52.53254999376143, 13.412591987846048 52.53261098112814, 13.412643048752331 52.53267505283087, 13.412800113773882 52.533148020022296, 13.412844977813593 52.53329400676556, 13.41285706842888 52.533432990507876, 13.412843034203508 52.533585020526, 13.412786980226349 52.533876027860316, 13.412689989593073 52.534324998049584, 13.412467022009281 52.535400931408724, 13.41243901586667 52.535600965858904, 13.412404095143469 52.535959958911185, 13.412403105226568 52.5360650508029), LINESTRING(13.412403105226568 52.5360650508029, 13.412404095143469 52.535959958911185, 13.41243901586667 52.535600965858904, 13.412467022009281 52.535400931408724, 13.412689989593073 52.534324998049584, 13.412786980226349 52.533876027860316, 13.412843034203508 52.533585020526, 13.41285706842888 52.533432990507876, 13.412844977813593 52.53329400676556, 13.412800113773882 52.533148020022296, 13.412643048752331 52.53267505283087, 13.412591987846048 52.53261098112814, 13.41256307862674 52.53254999376143, 13.412445064367361 52.532233005094575, 13.412359976349792 52.53192697752602, 13.412284990797618 52.53162701949745, 13.412209965756455 52.53145895941879, 13.412130031425525 52.531333001390045, 13.412041100452967 52.53124801163491))"
185,Sperrung,Vollsperrung,27.07.2023 11:00,29.03.2024 17:00,Beidseitig,sperrung,"Leitungsbauarbeiten, Vollsperrung für Kfz-Verkehr, im Anschluss folgen weitere Bauphasen","GEOMETRYCOLLECTION(POINT(13.324745571189373 52.601916436395136), LINESTRING(13.324214007112714 52.60015800375141, 13.324213966627033 52.60033701488676, 13.324261987210035 52.60078499890923, 13.324283954441105 52.60096000575381, 13.324323075171256 52.60108796242924, 13.324353068264362 52.6011610344747, 13.324395947053226 52.601264049196125, 13.324679036495874 52.60182100365027, 13.324756121444496 52.60196801878721, 13.32481491202004 52.60210299680908), LINESTRING(13.32481491202004 52.60210299680908, 13.324756121444496 52.60196801878721, 13.324679036495874 52.60182100365027, 13.324395947053226 52.601264049196125, 13.324353068264362 52.6011610344747, 13.324323075171256 52.60108796242924, 13.324283954441105 52.60096000575381, 13.324261987210035 52.60078499890923, 13.324213966627033 52.60033701488676, 13.324214007112714 52.60015800375141))"
186,Baustelle,keine Sperrung,26.07.2023 07:00,29.03.2024 17:00,Einseitig,baustelle,"Leitungsarbeiten, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.435732960173164 52.500008543330196), LINESTRING(13.437868916830338 52.50026304252816, 13.435633995273424 52.499950923021515, 13.434284870707291 52.49973698120468, 13.433440982950131 52.49961701820687, 13.433278046181082 52.499592023302114))"
187,Fahrstreifensperrung,,26.07.2023 07:00,29.03.2024 23:59,,warnung,"Fahrbahn auf einen Fahrstreifen verengt, Bauarbeiten","GEOMETRYCOLLECTION(POINT(13.437819999998814 52.50032003871379), LINESTRING(13.437819999998814 52.50032003871379, 13.437339999998814 52.50025003871387, 13.436699999998812 52.50016003871395, 13.435589999998806 52.500000038714134, 13.433919999998807 52.49978003871436, 13.433159999998805 52.49966003871448))"
188,Sperrung,Vollsperrung,25.07.2023 12:00,11.04.2024 17:00,Beidseitig,sperrung,"Gleisarbeiten, Vollsperrung für den Kfz- und Radverkehr. Umleitungen sind ausgeschildert. Der Anliegerverkehr darf passieren.","GEOMETRYCOLLECTION(POINT(13.51387451511353 52.46363874756603), LINESTRING(13.514087050688893 52.46243303998593, 13.514057990177855 52.46260098688713, 13.514026045383753 52.46270596035633, 13.514002959766449 52.46276204403469, 13.513978996523637 52.46286603884992, 13.51393904395859 52.46303393876937, 13.513830021547427 52.46358299944025, 13.513659031234953 52.464393998961796, 13.513645905227309 52.46450397404938, 13.51362801421357 52.46463304013114), LINESTRING(13.51362801421357 52.46463304013114, 13.513645905227309 52.46450397404938, 13.513659031234953 52.464393998961796, 13.513830021547427 52.46358299944025, 13.51393904395859 52.46303393876937, 13.513978996523637 52.46286603884992, 13.514002959766449 52.46276204403469, 13.514026045383753 52.46270596035633, 13.514057990177855 52.46260098688713, 13.514087050688893 52.46243303998593))"
189,Baustelle,keine Sperrung,25.07.2023 10:00,24.05.2024 17:00,Beidseitig,baustelle,"Straßenbauarbeiten, Fahrbahn auf zwei Fahrstreifen je Richtung verengt und verschwenkt. Außerhalb des Berufsverkehrs zeitweise Reduzierung auf einen Fahrstreifen je Richtung","GEOMETRYCOLLECTION(POINT(13.530050325760438 52.51035053882813), LINESTRING(13.525479941852696 52.510035957637626, 13.525981958760697 52.51010299139107, 13.526348902732117 52.51014199735758, 13.526637016205624 52.51017201867161, 13.527149906245459 52.51021805412161, 13.52791893058952 52.510281030363394, 13.528884054919173 52.51032306340885, 13.529994102726395 52.51034099521498, 13.53050898073861 52.51033201621071, 13.530765973702378 52.51033206075514, 13.531202933771157 52.5103220212856, 13.531987000453142 52.51029201163317, 13.532481071522769 52.51027503369464, 13.534069950428004 52.51020697763001, 13.535701965190166 52.51013997353298, 13.53656597702857 52.51010301086002), LINESTRING(13.53656597702857 52.51010301086002, 13.535701965190166 52.51013997353298, 13.534069950428004 52.51020697763001, 13.532481071522769 52.51027503369464, 13.531987000453142 52.51029201163317, 13.531202933771157 52.5103220212856, 13.530765973702378 52.51033206075514, 13.53050898073861 52.51033201621071, 13.529994102726395 52.51034099521498, 13.528884054919173 52.51032306340885, 13.52791893058952 52.510281030363394, 13.527149906245459 52.51021805412161, 13.526637016205624 52.51017201867161, 13.526348902732117 52.51014199735758, 13.525981958760697 52.51010299139107, 13.525479941852696 52.510035957637626))"
190,Sperrung,Vollsperrung,25.07.2023 08:00,30.06.2024 17:00,Beidseitig,sperrung,"Neubau Brücke über Panke, Vollsperrung für Fuß- und Radverkehr",POINT(13.503114574826638 52.640697503745734)
191,Baustelle,keine Sperrung,24.07.2023 08:00,16.02.2024 17:00,Beidseitig,baustelle,"Leitungsbauarbeiten, Gegenverkehrsregelung mit Ampel","GEOMETRYCOLLECTION(POINT(13.20970922877509 52.60346785543765), LINESTRING(13.210142968704627 52.60193595890427, 13.21009497301 52.60207001128779, 13.2099359939998 52.6026840437148, 13.209780011396377 52.60321000760316, 13.209626931973988 52.603747973433904, 13.209530966611766 52.6041130030716, 13.209491040108992 52.60431703868298, 13.209510065989635 52.60458193684094, 13.209554990458882 52.60485999404268, 13.209624974363951 52.60510300483748), LINESTRING(13.209624974363951 52.60510300483748, 13.209554990458882 52.60485999404268, 13.209510065989635 52.60458193684094, 13.209491040108992 52.60431703868298, 13.209530966611766 52.6041130030716, 13.209626931973988 52.603747973433904, 13.209780011396377 52.60321000760316, 13.2099359939998 52.6026840437148, 13.21009497301 52.60207001128779, 13.210142968704627 52.60193595890427))"
192,Baustelle,keine Sperrung,20.07.2023 07:55,31.08.2024 07:55,Einseitig,baustelle,"Brückenschäden, Fahrbahn auf einen Fahrstreifen verengt, für Fahrzeuge über 3,5 t Gewicht sowie einer Fahrzeugbreite von >2 m gesperrt","GEOMETRYCOLLECTION(POINT(13.552289943921647 52.55400797599245), LINESTRING(13.552289943921647 52.55400797599245, 13.55235892527557 52.55389301738831, 13.55240099916929 52.55376199569513, 13.552404932167317 52.55365595168802, 13.55238693300152 52.553561956941316, 13.552333043231176 52.55343803325475, 13.55228496543341 52.55337504872221, 13.552234071072297 52.553316974692095, 13.552132061350303 52.55322995423697, 13.55200800509851 52.55315399248967, 13.551834945042106 52.553079049464245, 13.551687006224014 52.55303408337925, 13.551507110645801 52.55299205268342, 13.551330995724523 52.552974073572706, 13.551328931532508 52.55297404831066, 13.551085945469554 52.5529800652012, 13.550545949447208 52.55303800863531, 13.550283016991488 52.553062930168004, 13.549825945433811 52.55311100693713, 13.549242037155219 52.55317200280771, 13.54880001147866 52.553219990298125, 13.548727913166791 52.55322800733386, 13.548020078707431 52.55330303195845, 13.54762003820912 52.55335701446846, 13.547159045219166 52.553403054861306, 13.54664007052387 52.553436064107586, 13.54621991014623 52.55346498008687, 13.54546595653094 52.55351595690437, 13.545073012336504 52.55354700141343))"
193,Sperrung,Vollsperrung,20.07.2023 07:00,31.05.2024 17:00,Einseitig,sperrung,"Leitungsbauarbeiten, Fahrtrichtung gesperrt, Fußverkehr frei, Umleitungen ausgewiesen. Im Anschluss folgen weitere Arbeiten","GEOMETRYCOLLECTION(POINT(13.306741013432548 52.44677600302944), LINESTRING(13.306741013432548 52.44677600302944, 13.306536981295428 52.44668604551802, 13.30517990506784 52.446100960446515, 13.30267108580923 52.44501605063675, 13.302476925393124 52.44493000404235, 13.302282046574351 52.44485500609335, 13.300738938696458 52.44418600664944, 13.300647929666479 52.44414207999111))"
194,Baustelle,keine Sperrung,19.07.2023 06:00,02.05.2025 17:00,Einseitig,baustelle,"Baustelle, Fahrbahn auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.364016043851123 52.505621928939355), LINESTRING(13.364016043851123 52.505621928939355, 13.364386961195185 52.50570402135221, 13.364687904428418 52.50574603401993, 13.365174066917458 52.505776039765735, 13.365629029122106 52.50580902914154, 13.366197045476722 52.50583701448013, 13.36725897669243 52.50584097468044, 13.36765796070133 52.50581797820002, 13.367845054984805 52.50581498486342, 13.368222963521589 52.50581597177558))"
195,Baustelle,keine Sperrung,17.07.2023 09:00,01.03.2024 17:00,Beidseitig,baustelle,"Gasleitungsbaustelle, Gegenverkehrsregelung mit Baustellenampel","GEOMETRYCOLLECTION(POINT(13.41477512193498 52.45874948817418), LINESTRING(13.412926915337223 52.45765999504677, 13.41332494565175 52.457884000564995, 13.41397999242682 52.45826295260081, 13.414624901606482 52.45865399297211, 13.415065981384082 52.45893800101884, 13.415874113490686 52.45941600821891, 13.416062938582295 52.45951501226894), LINESTRING(13.416062938582295 52.45951501226894, 13.415874113490686 52.45941600821891, 13.415065981384082 52.45893800101884, 13.414624901606482 52.45865399297211, 13.41397999242682 52.45826295260081, 13.41332494565175 52.457884000564995, 13.412926915337223 52.45765999504677))"
196,Störung,,17.07.2023 09:00,01.03.2024 04:00,,warnung,"vorübergehende Regelung mit provisorischen Ampelanlagen, Bauarbeiten","GEOMETRYCOLLECTION(POINT(13.412939999998759 52.45767003875894), LINESTRING(13.412939999998759 52.45767003875894, 13.413249999998758 52.45785003875874, 13.41343999999876 52.457960038758635, 13.413769999998763 52.45815003875844, 13.41417999999876 52.458390038758196, 13.41441999999876 52.458530038758035, 13.414719999998765 52.45872003875783, 13.414849999998761 52.45877003875776, 13.414979999998764 52.45884003875772, 13.415129999998761 52.45893003875761, 13.415329999998765 52.459050038757475, 13.415779999998763 52.45931003875724, 13.415839999998767 52.45934003875716, 13.41610999999877 52.45950003875699, 13.416103499998764 52.459502438756985))"
197,Baustelle,keine Sperrung,17.07.2023 07:00,29.03.2024 17:00,Einseitig,baustelle,"Sanierung Stromnetztrasse, rechter Fahrstreifen gesperrt","GEOMETRYCOLLECTION(POINT(13.547353084534773 52.43120029816424), LINESTRING(13.550729947083312 52.42904502315566, 13.550564884008086 52.42917597718606, 13.549815988989032 52.429671011435495, 13.549339080791981 52.42996797916622, 13.549285105527975 52.430017037346985, 13.548825979134646 52.43028293239686, 13.54809199477357 52.43070800874714, 13.54738408284103 52.431136008303625, 13.546760938581127 52.43153105944503))"
198,Bauarbeiten,keine Sperrung,13.07.2023 05:00,28.02.2024 17:00,Beidseitig,baustelle,,"GEOMETRYCOLLECTION(POINT(13.164285169265623 52.420102056685074), LINESTRING(13.161589117710577 52.41978898580964, 13.162094978129803 52.419842978396254, 13.16430499159346 52.42010300551439, 13.166383013334004 52.42037604949345, 13.16716105051178 52.420480997640965), LINESTRING(13.16716105051178 52.420480997640965, 13.166383013334004 52.42037604949345, 13.16430499159346 52.42010300551439, 13.162094978129803 52.419842978396254, 13.161589117710577 52.41978898580964))"
199,Störung,keine Sperrung,11.07.2023 09:00,30.09.2024 23:59,,warnung,"vorübergehende Regelung mit provisorischen Ampelanlagen, Baustelle","GEOMETRYCOLLECTION(POINT(13.54657999999904 52.418780038799916), LINESTRING(13.54657999999904 52.418780038799916, 13.546179999999033 52.4188200387999, 13.545319999999034 52.41894003879978, 13.543699999999028 52.41920003879949, 13.542599999999032 52.41933003879936, 13.54209999999903 52.41937003879931, 13.54176999999903 52.41940003879929, 13.541429999999028 52.419450038799226, 13.540989999999026 52.4195700387991, 13.54065999999903 52.419690038798954))"
200,Baustelle,keine Sperrung,10.07.2023 07:00,29.03.2024 17:00,Beidseitig,baustelle,"Leitungsbau, Fahrbahn jeweils auf einen Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.42866136831539 52.49931304039782), LINESTRING(13.426735935338106 52.49920400627217, 13.42704399662523 52.49921205856364, 13.429739986950858 52.499366014880415, 13.430186943285534 52.49937500329352, 13.430333925912837 52.499368052342106), LINESTRING(13.430333925912837 52.499368052342106, 13.430186943285534 52.49937500329352, 13.429739986950858 52.499366014880415, 13.42704399662523 52.49921205856364, 13.426735935338106 52.49920400627217))"
201,Baustelle,keine Sperrung,10.07.2023 07:00,04.03.2024 17:00,Einseitig,baustelle,"Gasleitungsarbeiten, Fahrbahn auf einen Fahrstreifen verengt, Gesamtbaumaßnahme bis 01/24","GEOMETRYCOLLECTION(POINT(13.15172174477172 52.53286950983838), LINESTRING(13.147990076854153 52.53277099732164, 13.148222001557334 52.5327640170791, 13.150014032034193 52.532816053485945, 13.1544959749311 52.532960036265955))"
202,Sperrung,keine Sperrung,10.07.2023 04:00,24.09.2024 17:00,Beidseitig,sperrung,"Umbaumaßnahme S-Bf, Baustellenampel regelt den wechselseitigen Verkehr",POINT(13.525187834002558 52.55541895341279)
203,Sperrung,Fahrtrichtungssperrung,04.07.2023 06:00,31.03.2024 17:00,Beidseitig,sperrung,"Sanierungsarbeiten, Vollsperrung für den Kfz-Verkehr",POINT(13.590289438880713 52.53940253590521)
204,Sperrung,Fahrtrichtungssperrung,04.07.2023 06:00,31.03.2024 17:00,Einseitig,sperrung,"Sanierungsarbeiten, Vollsperrung für den Kfz-Verkehr gesperrt","GEOMETRYCOLLECTION(POINT(13.57541481194049 52.54024082592877), LINESTRING(13.588861990984386 52.53933304831466, 13.588766056506868 52.53932201456629, 13.588170094033513 52.53927903372267, 13.587938929206452 52.539273039361866, 13.587602037690784 52.53929005820679, 13.586263913024245 52.53941299101052, 13.586058941995857 52.53942699579387, 13.584357099135921 52.53957999638188, 13.583438005001758 52.53966700008496, 13.582166994951521 52.53978394676382, 13.581810111355448 52.539807992244086, 13.58154295279643 52.53980694861927, 13.581245051781298 52.53979897257039, 13.581049013005144 52.539791947270594, 13.58080898489347 52.539790957514455, 13.580604042435677 52.53980396421453, 13.580416009805004 52.53982301742719, 13.578779051031713 52.539951991312535, 13.577664033205826 52.54004603788955, 13.57649593308371 52.54014896587516, 13.574275086976844 52.54035303011391, 13.574204048867124 52.54036098542147, 13.574080986732014 52.54036804421881, 13.572966000363468 52.54046501398282, 13.57283701000969 52.54048206977008, 13.572759989191379 52.540488063994474, 13.571474032826604 52.54060498555364, 13.571230927439348 52.540625966845354, 13.570782023337621 52.54067700964836, 13.570153940895857 52.54073298909478, 13.569756048285742 52.540757042320195))"
205,Baustelle,keine Sperrung,23.06.2023 06:00,29.02.2024 17:00,Beidseitig,baustelle,"Bau einer Fußgängerquerungshilfe, Fahrbahn in Höhe Koppenstraße verschwenkt, Anbindung Koppenstraße in beiden Richtungen für Kfz-Verkehr gesperrt, Radfahrende müssen absteigen und schieben, Im Anschluss folgen weitere Arbeiten",POINT(13.43788442134209 52.520283703168836)
206,Baustelle,keine Sperrung,20.06.2023 18:00,30.11.2024 17:00,Beidseitig,baustelle,"Brückenarbeiten, Fahrbahn jeweils auf einen Fahrstreifen verengt und verschwenkt (Gesamtmaßnahme bis 2025)",POINT(13.56246485354756 52.5128633929992)
207,Sperrung,Fahrtrichtungssperrung,19.06.2023 08:00,16.02.2024 17:00,Einseitig,sperrung,"Leitungsbauarbeiten, Fahrtrichtung für Kfz-Verkehr gesperrt, Umleitung ausgewiesen","GEOMETRYCOLLECTION(POINT(13.40317288631303 52.49391596742454), LINESTRING(13.40317288631303 52.49391596742454, 13.404203940311788 52.495256966522, 13.405018906331774 52.49631002511887))"
208,Baustelle,keine Sperrung,13.06.2023 06:00,31.03.2024 17:00,Beidseitig,baustelle,"Leitungsbau, Fahrbahn auf jeweils einen Fahrstreifen verengt, Gesamtbaumaßnahme (bis Ende 11/23)","GEOMETRYCOLLECTION(POINT(13.342131754468424 52.477014209734506), LINESTRING(13.341152882429137 52.47629902236853, 13.342460978847251 52.47728400456201), LINESTRING(13.342460978847251 52.47728400456201, 13.341152882429137 52.47629902236853))"
209,Baustelle,keine Sperrung,12.06.2023 07:00,14.06.2024 17:00,Einseitig,baustelle,"Hochbaumaßnahme, Baustelleneinrichtung, Fahrbahn auf zwei Fahrstreifen verengt","GEOMETRYCOLLECTION(POINT(13.46918611387936 52.48385710942447), LINESTRING(13.468664962233285 52.484244974868474, 13.469834003873418 52.483456033740566))"
210,Baustelle,keine Sperrung,08.06.2023 07:00,19.07.2024 17:00,Beidseitig,baustelle,"Rohrleitungsarbeiten, Fahrbahn auf jeweils einen Fahrstreifen verengt und verschwenkt, aus Otto-Erich-Straße nur Linksabbiegen möglich, aus Chausseestraße nur Rechtsabbiegen möglich","GEOMETRYCOLLECTION(POINT(13.145632211521384 52.41803174604008), LINESTRING(13.142786979617581 52.41773803900675, 13.145066112769468 52.41799294960568, 13.145304073040048 52.41801700437994, 13.147096039583625 52.41821199007327, 13.1477649954866 52.41828604423802), LINESTRING(13.1477649954866 52.41828604423802, 13.147096039583625 52.41821199007327, 13.145304073040048 52.41801700437994, 13.145066112769468 52.41799294960568, 13.142786979617581 52.41773803900675))"
